customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
3672-YITQD,Yes,0.7357,74,High,Month-to-month,Fiber optic,Electronic check,36,84.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5339-PXDVH,No,0.7356,74,High,Month-to-month,Fiber optic,Electronic check,4,90.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9661-MHUMO,Yes,0.7353,74,High,Month-to-month,DSL,Credit card (automatic),1,49.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9269-CQOOL,Yes,0.7351,74,High,Month-to-month,DSL,Credit card (automatic),3,54.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8486-AYEQH,No,0.735,74,High,Month-to-month,Fiber optic,Electronic check,31,76.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8017-LXHFA,Yes,0.7346,73,High,Month-to-month,Fiber optic,Electronic check,23,94.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6352-TWCAU,Yes,0.7346,73,High,Month-to-month,Fiber optic,Electronic check,35,86.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2831-EBWRN,No,0.7344,73,High,Month-to-month,DSL,Electronic check,4,45.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7579-OOPEC,Yes,0.7344,73,High,Month-to-month,DSL,Credit card (automatic),2,50.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3858-VOBET,Yes,0.7342,73,High,Month-to-month,Fiber optic,Electronic check,23,74.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9821-POOTN,Yes,0.7342,73,High,Month-to-month,Fiber optic,Electronic check,35,75.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4013-TLDHQ,Yes,0.7334,73,High,Month-to-month,Fiber optic,Electronic check,19,78.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4690-PKDQG,No,0.7334,73,High,Month-to-month,Fiber optic,Electronic check,42,95.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3640-PHQXK,Yes,0.7332,73,High,Month-to-month,Fiber optic,Electronic check,31,89.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0388-EOPEX,Yes,0.7329,73,High,Month-to-month,Fiber optic,Electronic check,2,74.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3716-UVSPD,No,0.7329,73,High,Month-to-month,DSL,Electronic check,1,49.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3318-OSATS,Yes,0.7328,73,High,Month-to-month,Fiber optic,Electronic check,35,95.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5650-YLIBA,No,0.7327,73,High,Month-to-month,Fiber optic,Electronic check,31,81.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9714-EDSUC,No,0.7326,73,High,Month-to-month,Fiber optic,Mailed check,4,94.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8819-IMISP,No,0.7324,73,High,Month-to-month,Fiber optic,Electronic check,31,80.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5630-IXDXV,No,0.7324,73,High,Month-to-month,Fiber optic,Electronic check,47,106.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1965-DDBWU,Yes,0.732,73,High,Month-to-month,Fiber optic,Credit card (automatic),16,89.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2799-ARNLO,No,0.7319,73,High,Month-to-month,Fiber optic,Electronic check,5,69.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1309-BXVOQ,Yes,0.7319,73,High,Month-to-month,Fiber optic,Electronic check,21,106.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9058-MJLZC,No,0.7315,73,High,Month-to-month,Fiber optic,Electronic check,24,94.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5233-AOZUF,No,0.731,73,High,Month-to-month,Fiber optic,Electronic check,29,74.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6507-ZJSUR,No,0.7309,73,High,Month-to-month,Fiber optic,Electronic check,23,90.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3082-VQXNH,No,0.7309,73,High,Month-to-month,DSL,Credit card (automatic),3,29.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6212-ATMLK,No,0.7309,73,High,Month-to-month,Fiber optic,Electronic check,50,95.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1597-LHYNC,Yes,0.7309,73,High,Month-to-month,Fiber optic,Electronic check,26,95.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6198-RTPMF,No,0.7308,73,High,Month-to-month,Fiber optic,Electronic check,17,92.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0674-DGMAQ,No,0.7308,73,High,Month-to-month,Fiber optic,Electronic check,32,93.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8903-XEBGX,No,0.7302,73,High,Month-to-month,DSL,Electronic check,2,55.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3384-CTMSF,No,0.73,73,High,Month-to-month,Fiber optic,Electronic check,47,104.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2482-CZGBB,Yes,0.7297,73,High,Month-to-month,Fiber optic,Electronic check,10,70.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6712-OAWRH,Yes,0.7297,73,High,Month-to-month,Fiber optic,Electronic check,26,91.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8276-MQBYC,Yes,0.7294,73,High,Month-to-month,Fiber optic,Electronic check,51,97.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7056-IMHCC,Yes,0.7294,73,High,Month-to-month,Fiber optic,Electronic check,53,101.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8429-XIBUM,Yes,0.7291,73,High,Month-to-month,Fiber optic,Bank transfer (automatic),22,101.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5931-FLJJF,Yes,0.7286,73,High,Month-to-month,Fiber optic,Mailed check,7,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7748-UMTRK,No,0.7286,73,High,Month-to-month,Fiber optic,Electronic check,30,101.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4612-SSVHJ,No,0.7285,73,High,Month-to-month,Fiber optic,Electronic check,20,81.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2696-NARTR,Yes,0.7285,73,High,Month-to-month,Fiber optic,Electronic check,11,73.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6379-RXJRQ,Yes,0.7285,73,High,Month-to-month,Fiber optic,Electronic check,10,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2718-GAXQD,Yes,0.7282,73,High,Month-to-month,DSL,Electronic check,4,46.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3588-WSTTJ,No,0.728,73,High,Month-to-month,Fiber optic,Electronic check,35,99.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0947-MUGVO,Yes,0.7277,73,High,Month-to-month,Fiber optic,Electronic check,20,73.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0362-ZBZWJ,Yes,0.7276,73,High,Month-to-month,Fiber optic,Electronic check,36,84.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2362-IBOOY,Yes,0.7276,73,High,Month-to-month,Fiber optic,Electronic check,36,84.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4873-ILOLJ,Yes,0.7273,73,High,Month-to-month,Fiber optic,Electronic check,24,90.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2091-RFFBA,Yes,0.7273,73,High,Month-to-month,Fiber optic,Electronic check,31,73.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1028-FFNJK,No,0.7269,73,High,Month-to-month,Fiber optic,Electronic check,30,101.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6923-JHPMP,No,0.7267,73,High,Month-to-month,Fiber optic,Electronic check,2,80.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4727-MCYZG,No,0.7266,73,High,Month-to-month,DSL,Mailed check,1,55.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7967-HYCDE,No,0.7264,73,High,Month-to-month,Fiber optic,Bank transfer (automatic),8,70.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6319-IEJWJ,Yes,0.7263,73,High,Month-to-month,Fiber optic,Electronic check,20,90.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8485-GJCDN,Yes,0.7261,73,High,Month-to-month,Fiber optic,Mailed check,5,69.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2840-XANRC,Yes,0.7258,73,High,Month-to-month,Fiber optic,Electronic check,24,93.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5244-IRFIH,Yes,0.7258,73,High,Month-to-month,Fiber optic,Electronic check,33,94.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2398-YPMUR,Yes,0.7255,73,High,Month-to-month,Fiber optic,Electronic check,13,70.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3677-TNKIO,Yes,0.7254,73,High,Month-to-month,Fiber optic,Credit card (automatic),14,71.0,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5842-POCOP,Yes,0.7253,73,High,Month-to-month,Fiber optic,Mailed check,5,88.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7892-POOKP,Yes,0.7251,73,High,Month-to-month,Fiber optic,Electronic check,28,104.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7206-PQBBZ,No,0.7251,73,High,Month-to-month,Fiber optic,Electronic check,11,70.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9355-NPPFS,No,0.7251,73,High,Month-to-month,Fiber optic,Electronic check,26,78.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6646-VRFOL,Yes,0.7251,73,High,Month-to-month,Fiber optic,Electronic check,53,103.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0975-VOOVL,No,0.725,72,High,Month-to-month,DSL,Mailed check,3,29.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8120-JDCAM,No,0.7249,72,High,Month-to-month,Fiber optic,Mailed check,4,69.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4201-JMNGR,Yes,0.7248,72,High,Month-to-month,DSL,Electronic check,1,55.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5605-IYGFG,No,0.7245,72,High,Month-to-month,Fiber optic,Bank transfer (automatic),7,69.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5948-UJZLF,No,0.7244,72,High,Month-to-month,DSL,Mailed check,2,49.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4030-VPZBD,Yes,0.7231,72,High,Month-to-month,DSL,Electronic check,2,30.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8610-WFCJF,Yes,0.7231,72,High,Month-to-month,Fiber optic,Electronic check,49,95.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7623-TRNQN,Yes,0.7231,72,High,Month-to-month,DSL,Mailed check,1,49.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1902-XBTFB,Yes,0.723,72,High,Month-to-month,Fiber optic,Electronic check,22,89.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2311-QYMUQ,Yes,0.7229,72,High,Month-to-month,Fiber optic,Credit card (automatic),16,89.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7503-QQRVF,Yes,0.7229,72,High,Month-to-month,Fiber optic,Credit card (automatic),16,74.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9506-UXUSK,No,0.7228,72,High,Month-to-month,Fiber optic,Electronic check,13,70.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5914-DVBWJ,Yes,0.7227,72,High,Month-to-month,Fiber optic,Electronic check,18,85.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3545-CNWRG,No,0.7226,72,High,Month-to-month,Fiber optic,Electronic check,49,98.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1391-UBDAR,No,0.7224,72,High,Month-to-month,Fiber optic,Electronic check,11,72.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8938-UMKPI,Yes,0.7223,72,High,Month-to-month,Fiber optic,Electronic check,47,106.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5175-AOBHI,Yes,0.7223,72,High,Month-to-month,DSL,Mailed check,4,46.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4062-HBMOS,No,0.7223,72,High,Month-to-month,Fiber optic,Electronic check,52,103.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8805-JNRAZ,No,0.7222,72,High,Month-to-month,DSL,Mailed check,2,49.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4061-UKJWL,No,0.7217,72,High,Month-to-month,DSL,Mailed check,3,45.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3999-QGRJH,Yes,0.7217,72,High,Month-to-month,Fiber optic,Electronic check,8,69.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4546-FOKWR,No,0.7215,72,High,Month-to-month,Fiber optic,Credit card (automatic),16,74.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9172-JITSM,Yes,0.7215,72,High,Month-to-month,Fiber optic,Electronic check,26,90.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1730-ZMAME,No,0.7215,72,High,Month-to-month,Fiber optic,Electronic check,32,79.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8544-GOQSH,No,0.7213,72,High,Month-to-month,Fiber optic,Credit card (automatic),14,80.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5156-UMKOW,No,0.721,72,High,Month-to-month,DSL,Mailed check,3,29.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7137-RYLPP,Yes,0.721,72,High,Month-to-month,Fiber optic,Electronic check,37,85.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3799-ISUZQ,Yes,0.721,72,High,Month-to-month,Fiber optic,Bank transfer (automatic),7,69.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8714-EUHJO,Yes,0.7207,72,High,Month-to-month,Fiber optic,Electronic check,31,91.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1251-STYSZ,No,0.7205,72,High,Month-to-month,Fiber optic,Electronic check,4,80.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7963-GQRMY,Yes,0.7205,72,High,Month-to-month,DSL,Mailed check,3,44.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3703-KBKZP,No,0.7205,72,High,Month-to-month,Fiber optic,Bank transfer (automatic),16,74.45,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9432-VOFYX,No,0.7205,72,High,Month-to-month,Fiber optic,Electronic check,17,70.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9631-XEYKE,No,0.7204,72,High,Month-to-month,DSL,Bank transfer (automatic),3,50.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2719-BDAQO,Yes,0.7203,72,High,Month-to-month,Fiber optic,Electronic check,17,93.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5226-NOZFC,No,0.7201,72,High,Month-to-month,Fiber optic,Electronic check,26,85.75,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0018-NYROU,No,0.72,72,High,Month-to-month,Fiber optic,Electronic check,5,68.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4183-MYFRB,No,0.7197,72,High,Month-to-month,Fiber optic,Electronic check,21,90.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3951-NJCVI,No,0.7197,72,High,Month-to-month,Fiber optic,Electronic check,42,95.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5141-ZUVBH,No,0.7196,72,High,Month-to-month,Fiber optic,Bank transfer (automatic),9,93.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1016-DJTSV,No,0.7196,72,High,Month-to-month,Fiber optic,Electronic check,8,69.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6817-WTYHE,No,0.7195,72,High,Month-to-month,DSL,Bank transfer (automatic),2,44.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4137-BTIKL,No,0.7194,72,High,Month-to-month,Fiber optic,Mailed check,2,90.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2034-CGRHZ,Yes,0.7193,72,High,Month-to-month,Fiber optic,Credit card (automatic),24,102.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4184-TJFAN,Yes,0.7192,72,High,Month-to-month,Fiber optic,Mailed check,3,88.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4484-GLZOU,Yes,0.7191,72,High,Month-to-month,Fiber optic,Electronic check,52,105.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6400-BWQKW,Yes,0.7188,72,High,Month-to-month,Fiber optic,Electronic check,6,79.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1104-TNLZA,No,0.7186,72,High,Month-to-month,Fiber optic,Electronic check,28,105.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3733-LSYCE,No,0.7185,72,High,Month-to-month,Fiber optic,Bank transfer (automatic),15,75.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0793-TWELN,No,0.7185,72,High,Month-to-month,Fiber optic,Electronic check,4,80.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8433-WXGNA,Yes,0.7185,72,High,Month-to-month,Fiber optic,Electronic check,2,75.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2955-BJZHG,Yes,0.7184,72,High,Month-to-month,Fiber optic,Electronic check,17,80.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6235-VDHOM,Yes,0.7183,72,High,Month-to-month,DSL,Electronic check,5,28.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8654-DHAOW,No,0.7181,72,High,Month-to-month,DSL,Mailed check,2,54.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9490-DFPMD,Yes,0.7179,72,High,Month-to-month,Fiber optic,Electronic check,42,84.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8229-TNIQA,Yes,0.7177,72,High,Month-to-month,DSL,Mailed check,4,45.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3956-MGXOG,No,0.717,72,High,Month-to-month,Fiber optic,Electronic check,28,80.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3223-DWFIO,No,0.7168,72,High,Month-to-month,Fiber optic,Electronic check,4,69.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6311-UEUME,Yes,0.7168,72,High,Month-to-month,Fiber optic,Electronic check,29,78.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7734-DBOAI,Yes,0.7168,72,High,Month-to-month,DSL,Electronic check,1,40.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1260-TTRXI,Yes,0.7167,72,High,Month-to-month,DSL,Electronic check,4,54.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8621-MNIHH,Yes,0.7164,72,High,Month-to-month,Fiber optic,Electronic check,34,94.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0958-YHXGP,No,0.7162,72,High,Month-to-month,Fiber optic,Mailed check,7,69.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0396-YCHWO,No,0.7161,72,High,Month-to-month,Fiber optic,Electronic check,36,95.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9348-YVOMK,No,0.716,72,High,Month-to-month,DSL,Credit card (automatic),4,44.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2277-VWCNI,No,0.716,72,High,Month-to-month,DSL,Mailed check,4,48.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1307-ATKGB,No,0.716,72,High,Month-to-month,Fiber optic,Electronic check,24,89.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6032-KRXXO,Yes,0.7158,72,High,Month-to-month,Fiber optic,Electronic check,30,90.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4299-SIMNS,No,0.7157,72,High,Month-to-month,Fiber optic,Electronic check,9,81.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0256-LTHVJ,Yes,0.7156,72,High,Month-to-month,Fiber optic,Electronic check,28,81.05,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3001-CBHLQ,Yes,0.7154,72,High,Month-to-month,Fiber optic,Electronic check,32,104.9,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6022-UGGSO,Yes,0.7153,72,High,Month-to-month,Fiber optic,Electronic check,32,74.4,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9540-JYROE,Yes,0.7153,72,High,Month-to-month,Fiber optic,Mailed check,8,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7825-ECJRF,Yes,0.7152,72,High,Month-to-month,Fiber optic,Electronic check,19,106.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5449-FIBXJ,Yes,0.7149,71,High,Month-to-month,Fiber optic,Electronic check,19,103.3,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8660-BUETV,No,0.7145,71,High,Month-to-month,DSL,Mailed check,3,44.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3167-SNQPL,No,0.7141,71,High,Month-to-month,Fiber optic,Electronic check,38,101.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9779-DPNEJ,No,0.7138,71,High,Month-to-month,Fiber optic,Electronic check,22,80.15,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2480-SQIOB,No,0.7138,71,High,Month-to-month,DSL,Electronic check,4,44.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1636-NTNCO,No,0.7137,71,High,Month-to-month,DSL,Credit card (automatic),4,50.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1216-JWVUX,No,0.7134,71,High,Month-to-month,Fiber optic,Electronic check,25,75.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0139-IVFJG,No,0.7133,71,High,Month-to-month,Fiber optic,Electronic check,2,90.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4828-FAZPK,No,0.7133,71,High,Month-to-month,Fiber optic,Credit card (automatic),16,79.95,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8212-DJRCH,No,0.7133,71,High,Month-to-month,Fiber optic,Mailed check,5,90.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5651-YLPRD,No,0.7132,71,High,Month-to-month,Fiber optic,Electronic check,32,86.1,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4325-NFSKC,Yes,0.7132,71,High,Month-to-month,Fiber optic,Electronic check,19,90.6,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3990-QYKBE,Yes,0.7132,71,High,Month-to-month,Fiber optic,Electronic check,37,92.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9415-DPEWS,Yes,0.7129,71,High,Month-to-month,Fiber optic,Electronic check,18,88.35,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1384-RCUXW,No,0.7129,71,High,Month-to-month,Fiber optic,Mailed check,16,80.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3002-WQZWT,No,0.7127,71,High,Month-to-month,Fiber optic,Electronic check,29,74.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4803-AXVYP,Yes,0.7125,71,High,Month-to-month,Fiber optic,Electronic check,38,99.55,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3904-UKFRE,No,0.7121,71,High,Month-to-month,Fiber optic,Electronic check,4,80.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2824-MYYBN,No,0.7121,71,High,Month-to-month,Fiber optic,Electronic check,37,95.25,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1891-UAWWU,Yes,0.7121,71,High,Month-to-month,Fiber optic,Electronic check,20,90.8,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3658-KIBGF,Yes,0.7119,71,High,Month-to-month,DSL,Electronic check,1,54.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5899-OUVKV,No,0.7117,71,High,Month-to-month,Fiber optic,Electronic check,31,94.5,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4077-CROMM,Yes,0.7116,71,High,Month-to-month,Fiber optic,Electronic check,31,104.2,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0491-KAPQG,No,0.7115,71,High,Month-to-month,Fiber optic,Electronic check,21,73.7,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3453-RTHJQ,No,0.7114,71,High,Month-to-month,Fiber optic,Electronic check,6,69.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4484-CGXFK,Yes,0.711,71,High,Month-to-month,DSL,Electronic check,3,55.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4547-LYTDD,Yes,0.7109,71,High,Month-to-month,Fiber optic,Electronic check,16,72.65,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5019-GQVCR,No,0.7107,71,High,Month-to-month,Fiber optic,Electronic check,43,84.85,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8637-XJIVR,Yes,0.7103,71,High,Month-to-month,Fiber optic,Electronic check,12,78.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
